elapsed_s,stamp_s,x_in_path_frame_m,y_in_path_frame_m,signed_cte_m,tracking_error_m
13.802032948,1787875090.230936050,1.909453894,0.877567122,0.015829796,0.015829796
13.850099802,1787875090.279002905,1.912812497,0.879211324,0.015915215,0.015915215
13.901275396,1787875090.330178499,1.914892658,0.880134129,0.015881376,0.015881376
13.950848579,1787875090.379751682,1.914062815,0.879791055,0.015917630,0.015917630
14.000147581,1787875090.429050684,1.911517054,0.878769450,0.016056876,0.016056876
14.049938917,1787875090.478842020,1.908779579,0.877664110,0.016200434,0.016200434
14.100303650,1787875090.529206753,1.908393142,0.877504164,0.016217149,0.016217149
14.150009394,1787875090.578912497,1.906152663,0.876549034,0.016288821,0.016288821
14.201882124,1787875090.630785227,1.905274070,0.876163477,0.016306933,0.016306933
14.251092672,1787875090.679995775,1.905790233,0.876395320,0.016301134,0.016301134
14.300974607,1787875090.729877710,1.905790233,0.876395320,0.016301134,0.016301134
14.352028608,1787875090.780931711,1.905790233,0.876395320,0.016301134,0.016301134
14.400376081,1787875090.829279184,1.905790233,0.876395320,0.016301134,0.016301134
14.452635765,1787875090.881538868,1.905790233,0.876395320,0.016301134,0.016301134
14.502234936,1787875090.931138039,1.905790233,0.876395320,0.016301134,0.016301134
14.550678730,1787875090.979581833,1.905745370,0.876375114,0.016301588,0.016301588
14.600220680,1787875091.029123783,1.905644516,0.876329455,0.016302396,0.016302396
14.649985552,1787875091.078888655,1.905655714,0.876334547,0.016302327,0.016302327
14.700985193,1787875091.129888296,1.905655714,0.876334547,0.016302327,0.016302327
14.755182743,1787875091.184085846,1.905655714,0.876334547,0.016302327,0.016302327
14.801475286,1787875091.230378389,1.905655714,0.876334547,0.016302327,0.016302327
14.850153685,1787875091.279056787,1.905655714,0.876334547,0.016302327,0.016302327
14.900895119,1787875091.329798222,1.905655714,0.876334547,0.016302327,0.016302327
14.949948549,1787875091.378851652,1.905655714,0.876334547,0.016302327,0.016302327
15.000030756,1787875091.428933859,1.905655714,0.876334547,0.016302327,0.016302327
15.050031424,1787875091.478934526,1.921671634,0.881611507,0.014381989,0.014381989
15.101057768,1787875091.529960871,1.921671634,0.881611507,0.014381989,0.014381989
15.150302649,1787875091.579205751,1.921671634,0.881611507,0.014381989,0.014381989
15.199971914,1787875091.628875017,1.921671634,0.881611507,0.014381989,0.014381989
15.250512600,1787875091.679415703,1.921671634,0.881611507,0.014381989,0.014381989
15.301326990,1787875091.730230093,1.921671634,0.881611507,0.014381989,0.014381989
15.350231171,1787875091.779134274,1.921671634,0.881611507,0.014381989,0.014381989
15.400038958,1787875091.828942060,1.921671634,0.881611507,0.014381989,0.014381989
15.450240135,1787875091.879143238,1.921671634,0.881611507,0.014381989,0.014381989
15.501115799,1787875091.930018902,1.921671634,0.881611507,0.014381989,0.014381989
15.550638914,1787875091.979542017,1.921671634,0.881611507,0.014381989,0.014381989
15.601670265,1787875092.030573368,1.921671634,0.881611507,0.014381989,0.014381989
15.650002718,1787875092.078905821,1.921671634,0.881611507,0.014381989,0.014381989
15.709746361,1787875092.138649464,1.921671634,0.881611507,0.014381989,0.014381989
15.752185583,1787875092.181088686,1.921671634,0.881611507,0.014381989,0.014381989
15.800164461,1787875092.229067564,1.921671634,0.881611507,0.014381989,0.014381989
15.852126360,1787875092.281029463,1.921671634,0.881611507,0.007395839,0.007395839
15.902906179,1787875092.331809282,1.921671634,0.881611507,0.007395839,0.007395839
15.950021267,1787875092.378924370,1.921925661,0.881704809,0.007354033,0.007354033
15.999997139,1787875092.428900242,1.922029580,0.881742981,0.007336934,0.007336934
16.050062895,1787875092.478965998,1.922237425,0.881819304,0.007302713,0.007302713
16.100029469,1787875092.528932571,1.922872599,0.882052266,0.007197891,0.007197891
16.150262117,1787875092.579165220,1.923265326,0.882196077,0.007132880,0.007132880
16.200094938,1787875092.628998041,1.923923869,0.882436769,0.007023466,0.007023466
16.250989914,1787875092.679893017,1.925149027,0.882883005,0.006818557,0.006818557
16.300303936,1787875092.729207039,1.926802959,0.883481902,0.006538866,0.006538866
16.350062132,1787875092.778965235,1.929257085,0.884363840,0.006117991,0.006117991
16.400108576,1787875092.829011679,1.933844437,0.886002217,0.005322374,0.005322374
16.450023651,1787875092.878926754,1.938202433,0.887551311,0.004560097,0.004560097
16.502403021,1787875092.931306124,1.944536352,0.889785113,0.003436768,0.003436768
16.549995661,1787875092.978898764,1.950854208,0.891990390,0.002296305,0.002296305
16.599977970,1787875093.028881073,1.959842873,0.895091510,0.000641889,0.000641889
16.651229382,1787875093.080132484,1.965857921,0.887797729,-0.008655187,0.008655187
16.700451612,1787875093.129354715,1.977725081,0.891677868,-0.011026539,0.011026539
16.749979496,1787875093.178882599,1.990751578,0.895930802,-0.013635032,0.013635032
16.800642252,1787875093.229545355,2.004037275,0.900340496,-0.016232370,0.016232370
16.851081848,1787875093.279984951,2.030657486,0.930257765,-0.003007890,0.003007890
16.899945974,1787875093.328849077,2.043348182,0.935057063,-0.004975695,0.004975695
16.950249672,1787875093.379152775,2.055339637,0.939954068,-0.006518508,0.006518508
17.001434565,1787875093.430337667,2.058048171,0.951223358,0.002017244,0.002017244
17.050616503,1787875093.479519606,2.069459296,0.957299965,0.001787422,0.001787422
17.100017786,1787875093.528920889,2.084065174,0.965877530,0.002192321,0.002192321
17.153660536,1787875093.582563639,2.094088115,0.972351301,0.002983845,0.002983845
17.202000380,1787875093.630903482,2.103907780,0.979279898,0.004271678,0.004271678
17.250039577,1787875093.678942680,2.113414496,0.986571538,0.006028848,0.006028848
